comparison,permutation_delta_auc
standard_plus_trace_axis_vs_standard_CMS_like,9.445532701157777e-05
standard_plus_trace_axis_vs_standard_CMS_like,5.9048188848498384e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00013107136120793506
standard_plus_trace_axis_vs_standard_CMS_like,0.00022030816186546787
standard_plus_trace_axis_vs_standard_CMS_like,2.7553068283281412e-05
standard_plus_trace_axis_vs_standard_CMS_like,8.97661619639889e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00013194236704561213
standard_plus_trace_axis_vs_standard_CMS_like,-8.711184676057915e-05
standard_plus_trace_axis_vs_standard_CMS_like,-5.765908471089265e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.0002604457627668477
standard_plus_trace_axis_vs_standard_CMS_like,-0.00017950979791458987
standard_plus_trace_axis_vs_standard_CMS_like,-3.9657045956542625e-05
standard_plus_trace_axis_vs_standard_CMS_like,9.607719995052832e-05
standard_plus_trace_axis_vs_standard_CMS_like,6.77131951976051e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00014165107866559445
standard_plus_trace_axis_vs_standard_CMS_like,-3.852323663355861e-05
standard_plus_trace_axis_vs_standard_CMS_like,9.041941634202466e-05
standard_plus_trace_axis_vs_standard_CMS_like,-7.689629984708457e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00016673379418552514
standard_plus_trace_axis_vs_standard_CMS_like,-1.8805466552862526e-05
standard_plus_trace_axis_vs_standard_CMS_like,5.135180105997339e-05
standard_plus_trace_axis_vs_standard_CMS_like,4.788279505174575e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.0001557561171640076
standard_plus_trace_axis_vs_standard_CMS_like,0.0002108660080661906
standard_plus_trace_axis_vs_standard_CMS_like,-3.63795110613907e-06
standard_plus_trace_axis_vs_standard_CMS_like,0.00011281778197458348
standard_plus_trace_axis_vs_standard_CMS_like,-0.00033724069555529645
standard_plus_trace_axis_vs_standard_CMS_like,-8.31059707752102e-05
standard_plus_trace_axis_vs_standard_CMS_like,-5.604472044340447e-05
standard_plus_trace_axis_vs_standard_CMS_like,4.036286103192843e-05
standard_plus_trace_axis_vs_standard_CMS_like,-1.0756171226922184e-05
standard_plus_trace_axis_vs_standard_CMS_like,6.87756721459154e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00023530297787877075
standard_plus_trace_axis_vs_standard_CMS_like,4.35089941864808e-05
standard_plus_trace_axis_vs_standard_CMS_like,-7.569115814942684e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00017563907800732803
standard_plus_trace_axis_vs_standard_CMS_like,8.448756624146458e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.0002624430692564905
standard_plus_trace_axis_vs_standard_CMS_like,-5.062721430704187e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00014976795203114346
standard_plus_trace_axis_vs_standard_CMS_like,0.000196565744121302
standard_plus_trace_axis_vs_standard_CMS_like,-5.841370614767527e-05
standard_plus_trace_axis_vs_standard_CMS_like,2.984696727770242e-06
standard_plus_trace_axis_vs_standard_CMS_like,-7.631062350788032e-05
standard_plus_trace_axis_vs_standard_CMS_like,8.247148807427607e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.0001908591541511795
standard_plus_trace_axis_vs_standard_CMS_like,-0.00018723997472258613
standard_plus_trace_axis_vs_standard_CMS_like,7.649834028344848e-05
standard_plus_trace_axis_vs_standard_CMS_like,2.2000406069144773e-06
standard_plus_trace_axis_vs_standard_CMS_like,-6.921117506497598e-05
standard_plus_trace_axis_vs_standard_CMS_like,4.818689622787531e-05
standard_plus_trace_axis_vs_standard_CMS_like,3.235110906063543e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00015561720675028035
standard_plus_trace_axis_vs_standard_CMS_like,9.05470637492245e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00010353706460208834
standard_plus_trace_axis_vs_standard_CMS_like,0.00021991771097262802
standard_plus_trace_axis_vs_standard_CMS_like,-8.36728754366467e-05
standard_plus_trace_axis_vs_standard_CMS_like,8.778387281638267e-05
standard_plus_trace_axis_vs_standard_CMS_like,-4.498069370506563e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00023371113962411538
standard_plus_trace_axis_vs_standard_CMS_like,0.00012682896208537908
standard_plus_trace_axis_vs_standard_CMS_like,1.274596904499159e-05
standard_plus_trace_axis_vs_standard_CMS_like,3.591397345648062e-05
standard_plus_trace_axis_vs_standard_CMS_like,3.402178836120484e-05
standard_plus_trace_axis_vs_standard_CMS_like,-3.98710430826732e-06
standard_plus_trace_axis_vs_standard_CMS_like,3.1329929802925705e-05
standard_plus_trace_axis_vs_standard_CMS_like,9.349797145752348e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00015657831664028787
standard_plus_trace_axis_vs_standard_CMS_like,-9.516865075787084e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00019943405644851087
standard_plus_trace_axis_vs_standard_CMS_like,-3.413817276176623e-05
standard_plus_trace_axis_vs_standard_CMS_like,-5.0852474437590445e-05
standard_plus_trace_axis_vs_standard_CMS_like,7.462492686549638e-05
standard_plus_trace_axis_vs_standard_CMS_like,3.980721937679732e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00010607124106909449
standard_plus_trace_axis_vs_standard_CMS_like,2.5292958308109625e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00019162879292999868
standard_plus_trace_axis_vs_standard_CMS_like,2.399020388677009e-06
standard_plus_trace_axis_vs_standard_CMS_like,-0.00022637516804424607
standard_plus_trace_axis_vs_standard_CMS_like,0.00018233305821568901
standard_plus_trace_axis_vs_standard_CMS_like,-0.00022054093066659064
standard_plus_trace_axis_vs_standard_CMS_like,6.339570936519934e-05
standard_plus_trace_axis_vs_standard_CMS_like,-9.609221729234285e-05
standard_plus_trace_axis_vs_standard_CMS_like,-2.7339071159371287e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00015973946713665477
standard_plus_trace_axis_vs_standard_CMS_like,-0.00012779382631056269
standard_plus_trace_axis_vs_standard_CMS_like,2.0536215220579024e-06
standard_plus_trace_axis_vs_standard_CMS_like,1.2516954579155914e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00021193974802125037
standard_plus_trace_axis_vs_standard_CMS_like,-0.00036567227834694016
standard_plus_trace_axis_vs_standard_CMS_like,-0.0002623642282107985
standard_plus_trace_axis_vs_standard_CMS_like,0.00013250927170715965
standard_plus_trace_axis_vs_standard_CMS_like,7.863080285119839e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00012003361481838226
standard_plus_trace_axis_vs_standard_CMS_like,0.00013587315632090924
standard_plus_trace_axis_vs_standard_CMS_like,0.00014367466550380126
standard_plus_trace_axis_vs_standard_CMS_like,-2.80599035764606e-05
standard_plus_trace_axis_vs_standard_CMS_like,1.399240843313887e-05
standard_plus_trace_axis_vs_standard_CMS_like,-1.1923769569155418e-05
standard_plus_trace_axis_vs_standard_CMS_like,-4.4635294838446526e-05
standard_plus_trace_axis_vs_standard_CMS_like,-6.915861436784798e-05
standard_plus_trace_axis_vs_standard_CMS_like,-6.605377890389619e-05
standard_plus_trace_axis_vs_standard_CMS_like,-2.0299692084391197e-05
standard_plus_trace_axis_vs_standard_CMS_like,-8.08683868147586e-06
standard_plus_trace_axis_vs_standard_CMS_like,-1.9128339406426775e-05
standard_plus_trace_axis_vs_standard_CMS_like,8.457767029368402e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.0002471629237441597
standard_plus_trace_axis_vs_standard_CMS_like,-0.00031777446595326886
standard_plus_trace_axis_vs_standard_CMS_like,7.549968703890464e-06
standard_plus_trace_axis_vs_standard_CMS_like,-8.97511446218413e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00019706882507908308
standard_plus_trace_axis_vs_standard_CMS_like,-8.381554018577209e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00011913632863236323
standard_plus_trace_axis_vs_standard_CMS_like,-0.000117127759136193
standard_plus_trace_axis_vs_standard_CMS_like,-0.00033775879385500307
standard_plus_trace_axis_vs_standard_CMS_like,4.1804525866551145e-05
standard_plus_trace_axis_vs_standard_CMS_like,4.77100956184362e-05
standard_plus_trace_axis_vs_standard_CMS_like,4.501448272464792e-06
standard_plus_trace_axis_vs_standard_CMS_like,-0.00026035565871485034
standard_plus_trace_axis_vs_standard_CMS_like,-1.690201845105932e-05
standard_plus_trace_axis_vs_standard_CMS_like,5.477200070669319e-05
standard_plus_trace_axis_vs_standard_CMS_like,-3.4314626530695946e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00012857848243141845
standard_plus_trace_axis_vs_standard_CMS_like,-9.123035281111136e-06
standard_plus_trace_axis_vs_standard_CMS_like,1.7059700542110257e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00015666842069206321
standard_plus_trace_axis_vs_standard_CMS_like,8.842210985249288e-05
standard_plus_trace_axis_vs_standard_CMS_like,-6.513772104033144e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00016913281457420215
standard_plus_trace_axis_vs_standard_CMS_like,-9.525500047458113e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00019376125549774859
standard_plus_trace_axis_vs_standard_CMS_like,-8.240766437073166e-05
standard_plus_trace_axis_vs_standard_CMS_like,2.3111689378851885e-05
standard_plus_trace_axis_vs_standard_CMS_like,3.3484918383730466e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.0003227414518284233
standard_plus_trace_axis_vs_standard_CMS_like,-0.00011813392105219922
standard_plus_trace_axis_vs_standard_CMS_like,-2.380624144759924e-05
standard_plus_trace_axis_vs_standard_CMS_like,3.1183510718291174e-05
standard_plus_trace_axis_vs_standard_CMS_like,7.084806534596311e-05
standard_plus_trace_axis_vs_standard_CMS_like,4.769507827639963e-05
standard_plus_trace_axis_vs_standard_CMS_like,-3.2719033940309394e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00010757672960748366
standard_plus_trace_axis_vs_standard_CMS_like,-4.703431522723456e-05
standard_plus_trace_axis_vs_standard_CMS_like,-9.699325781420409e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.0001877993707132264
standard_plus_trace_axis_vs_standard_CMS_like,-0.00016211596151238794
standard_plus_trace_axis_vs_standard_CMS_like,-0.00019654321810835818
standard_plus_trace_axis_vs_standard_CMS_like,0.00012754228583178318
standard_plus_trace_axis_vs_standard_CMS_like,-2.2173105502232282e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.0001620033314473357
standard_plus_trace_axis_vs_standard_CMS_like,-7.352866089771481e-05
standard_plus_trace_axis_vs_standard_CMS_like,-5.340166824652215e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00037668374438792895
standard_plus_trace_axis_vs_standard_CMS_like,0.00017433256925114549
standard_plus_trace_axis_vs_standard_CMS_like,-4.2255046127426255e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.000113568649076079
standard_plus_trace_axis_vs_standard_CMS_like,8.479166741759414e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.0002685025667641394
standard_plus_trace_axis_vs_standard_CMS_like,-5.398734458705867e-06
standard_plus_trace_axis_vs_standard_CMS_like,-4.751111583645162e-05
standard_plus_trace_axis_vs_standard_CMS_like,-8.672890453875759e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.0002087785975244394
standard_plus_trace_axis_vs_standard_CMS_like,5.610103547559753e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.0002652025058537122
standard_plus_trace_axis_vs_standard_CMS_like,-3.700273075357696e-05
standard_plus_trace_axis_vs_standard_CMS_like,7.049140347281657e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.0002161633754661496
standard_plus_trace_axis_vs_standard_CMS_like,-4.2765635756225606e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00020079312590193243
standard_plus_trace_axis_vs_standard_CMS_like,-0.00015584997555173619
standard_plus_trace_axis_vs_standard_CMS_like,0.0003027646325978184
standard_plus_trace_axis_vs_standard_CMS_like,-0.00012576648513706878
standard_plus_trace_axis_vs_standard_CMS_like,-3.281289232659468e-06
standard_plus_trace_axis_vs_standard_CMS_like,-5.8751596343387114e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00016930551400740068
standard_plus_trace_axis_vs_standard_CMS_like,-0.0002855059522738346
standard_plus_trace_axis_vs_standard_CMS_like,-6.802855938026209e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.0002627809594519803
standard_plus_trace_axis_vs_standard_CMS_like,-0.00010683712551262659
standard_plus_trace_axis_vs_standard_CMS_like,0.0003765223079613689
standard_plus_trace_axis_vs_standard_CMS_like,-0.00014301014811901602
standard_plus_trace_axis_vs_standard_CMS_like,-1.3556905514411355e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00017821830650033288
standard_plus_trace_axis_vs_standard_CMS_like,-0.00018428906701484227
standard_plus_trace_axis_vs_standard_CMS_like,0.0001017800355851417
standard_plus_trace_axis_vs_standard_CMS_like,4.7957881762039634e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.000214672904269686
standard_plus_trace_axis_vs_standard_CMS_like,-0.0002008269149214037
standard_plus_trace_axis_vs_standard_CMS_like,4.6745231393252595e-05
standard_plus_trace_axis_vs_standard_CMS_like,2.6419258960186376e-05
standard_plus_trace_axis_vs_standard_CMS_like,-3.0793059825673375e-05
standard_plus_trace_axis_vs_standard_CMS_like,2.4391917786692474e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00022034945955573537
standard_plus_trace_axis_vs_standard_CMS_like,3.259138653322058e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00014742149233926138
standard_plus_trace_axis_vs_standard_CMS_like,-6.911731667746945e-05
standard_plus_trace_axis_vs_standard_CMS_like,-7.166275615089202e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00013674416215836427
standard_plus_trace_axis_vs_standard_CMS_like,-0.000227745500503862
standard_plus_trace_axis_vs_standard_CMS_like,8.429609513072034e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00024897626779407656
standard_plus_trace_axis_vs_standard_CMS_like,-0.00010003051523899131
standard_plus_trace_axis_vs_standard_CMS_like,-0.00011225087731336902
standard_plus_trace_axis_vs_standard_CMS_like,-6.301652147899794e-05
standard_plus_trace_axis_vs_standard_CMS_like,2.4294305063343735e-05
standard_plus_trace_axis_vs_standard_CMS_like,-4.86899771857674e-05
standard_plus_trace_axis_vs_standard_CMS_like,-4.057310382044044e-05
standard_plus_trace_axis_vs_standard_CMS_like,7.417816094024143e-05
standard_plus_trace_axis_vs_standard_CMS_like,-2.433935708945345e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00022286486434530683
standard_plus_trace_axis_vs_standard_CMS_like,0.000140479725987519
standard_plus_trace_axis_vs_standard_CMS_like,0.00024397549289922882
standard_plus_trace_axis_vs_standard_CMS_like,0.000207213039618237
standard_plus_trace_axis_vs_standard_CMS_like,-8.043288389436576e-05
standard_plus_trace_axis_vs_standard_CMS_like,-2.6772166497712746e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00023150734468158074
standard_plus_trace_axis_vs_standard_CMS_like,3.131491246088913e-05
standard_plus_trace_axis_vs_standard_CMS_like,-1.3590694534215686e-05
standard_plus_trace_axis_vs_standard_CMS_like,-6.759305646153457e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00020446486602732072
standard_plus_trace_axis_vs_standard_CMS_like,-0.00023745045778855722
standard_plus_trace_axis_vs_standard_CMS_like,7.016853061903028e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00012183569586143861
standard_plus_trace_axis_vs_standard_CMS_like,-0.00017495203460959896
standard_plus_trace_axis_vs_standard_CMS_like,0.000285228131446047
standard_plus_trace_axis_vs_standard_CMS_like,0.00013020410970598917
standard_plus_trace_axis_vs_standard_CMS_like,-1.3879778367975604e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00010764430764642618
standard_plus_trace_axis_vs_standard_CMS_like,-4.260419932933246e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00020726184597963382
standard_plus_trace_axis_vs_standard_CMS_like,8.185577705133174e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00010393877850145561
standard_plus_trace_axis_vs_standard_CMS_like,7.457236616836838e-05
standard_plus_trace_axis_vs_standard_CMS_like,1.6263781414949108e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.0002183146097113342
standard_plus_trace_axis_vs_standard_CMS_like,8.875249137718644e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00011592637177404441
standard_plus_trace_axis_vs_standard_CMS_like,-0.00017556399129703415
standard_plus_trace_axis_vs_standard_CMS_like,0.00012777130029761885
standard_plus_trace_axis_vs_standard_CMS_like,4.293082651840585e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.000140900211564432
standard_plus_trace_axis_vs_standard_CMS_like,0.0002659721446327534
standard_plus_trace_axis_vs_standard_CMS_like,0.000157873562389943
standard_plus_trace_axis_vs_standard_CMS_like,-8.953714749770914e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00010306401832838041
standard_plus_trace_axis_vs_standard_CMS_like,6.28250503682537e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00011066654772928786
standard_plus_trace_axis_vs_standard_CMS_like,0.00010362716865430777
standard_plus_trace_axis_vs_standard_CMS_like,8.067316136672886e-05
standard_plus_trace_axis_vs_standard_CMS_like,9.975269441131474e-06
standard_plus_trace_axis_vs_standard_CMS_like,-8.303463840042546e-05
standard_plus_trace_axis_vs_standard_CMS_like,9.331400901746445e-05
standard_plus_trace_axis_vs_standard_CMS_like,5.343921160161358e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00018601606134771576
standard_plus_trace_axis_vs_standard_CMS_like,-5.991919468706364e-06
standard_plus_trace_axis_vs_standard_CMS_like,4.73459250743824e-05
standard_plus_trace_axis_vs_standard_CMS_like,4.7079367253455295e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00012383300235130346
standard_plus_trace_axis_vs_standard_CMS_like,4.267177736838601e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00029870619591498837
standard_plus_trace_axis_vs_standard_CMS_like,0.00026795443378024864
standard_plus_trace_axis_vs_standard_CMS_like,-0.00016631330860850113
standard_plus_trace_axis_vs_standard_CMS_like,0.00011309560280214903
standard_plus_trace_axis_vs_standard_CMS_like,-8.060558332689816e-06
standard_plus_trace_axis_vs_standard_CMS_like,-0.00020607547595963283
standard_plus_trace_axis_vs_standard_CMS_like,0.00024461372993533903
standard_plus_trace_axis_vs_standard_CMS_like,2.3746172079675e-05
standard_plus_trace_axis_vs_standard_CMS_like,-2.8382776430246892e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.0001253535082312851
standard_plus_trace_axis_vs_standard_CMS_like,6.47735504960556e-05
standard_plus_trace_axis_vs_standard_CMS_like,-7.002586586979387e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00010063120891989907
standard_plus_trace_axis_vs_standard_CMS_like,-0.00011043753326334116
standard_plus_trace_axis_vs_standard_CMS_like,4.6257167777619124e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.0002764392320250275
standard_plus_trace_axis_vs_standard_CMS_like,-8.233257766110391e-06
standard_plus_trace_axis_vs_standard_CMS_like,0.00015966062609096277
standard_plus_trace_axis_vs_standard_CMS_like,-5.6596607762693374e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00020584270715806596
standard_plus_trace_axis_vs_standard_CMS_like,-0.00020897757730620192
standard_plus_trace_axis_vs_standard_CMS_like,0.00017277452001573934
standard_plus_trace_axis_vs_standard_CMS_like,0.00027559450653635853
standard_plus_trace_axis_vs_standard_CMS_like,2.9895773639654344e-05
standard_plus_trace_axis_vs_standard_CMS_like,8.646234671783048e-06
standard_plus_trace_axis_vs_standard_CMS_like,-4.918554947253018e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00011815269272941187
standard_plus_trace_axis_vs_standard_CMS_like,-0.00013388711283768284
standard_plus_trace_axis_vs_standard_CMS_like,-3.7828684564811255e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00014522520606796707
standard_plus_trace_axis_vs_standard_CMS_like,9.956497763585759e-06
standard_plus_trace_axis_vs_standard_CMS_like,-0.00016486788943881336
standard_plus_trace_axis_vs_standard_CMS_like,-0.0001191513459743998
standard_plus_trace_axis_vs_standard_CMS_like,-0.0002876121344926874
standard_plus_trace_axis_vs_standard_CMS_like,-0.00017668653761371278
standard_plus_trace_axis_vs_standard_CMS_like,-8.501317321252255e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.0002048440539134111
standard_plus_trace_axis_vs_standard_CMS_like,-8.63046646265575e-05
standard_plus_trace_axis_vs_standard_CMS_like,8.74046849302923e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00010078513667577393
standard_plus_trace_axis_vs_standard_CMS_like,-0.0003935482194837858
standard_plus_trace_axis_vs_standard_CMS_like,7.262011170505733e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00014942255316441333
standard_plus_trace_axis_vs_standard_CMS_like,0.0002210928179862126
standard_plus_trace_axis_vs_standard_CMS_like,7.618297610068048e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00013197991040059254
standard_plus_trace_axis_vs_standard_CMS_like,0.00013744997723352803
standard_plus_trace_axis_vs_standard_CMS_like,0.00018197639634254248
standard_plus_trace_axis_vs_standard_CMS_like,3.690511803056129e-05
standard_plus_trace_axis_vs_standard_CMS_like,-5.710344305631665e-06
standard_plus_trace_axis_vs_standard_CMS_like,-0.0001933632959341125
standard_plus_trace_axis_vs_standard_CMS_like,-0.0001621122071768788
standard_plus_trace_axis_vs_standard_CMS_like,-0.0004187247933914451
standard_plus_trace_axis_vs_standard_CMS_like,-0.0005083670622834102
standard_plus_trace_axis_vs_standard_CMS_like,2.537555368931077e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00021872007794598858
standard_plus_trace_axis_vs_standard_CMS_like,0.000263802138709579
standard_plus_trace_axis_vs_standard_CMS_like,-2.2578573736886653e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00017171204306731802
standard_plus_trace_axis_vs_standard_CMS_like,5.003778363266154e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00013888413339746553
standard_plus_trace_axis_vs_standard_CMS_like,0.0002035525624991541
standard_plus_trace_axis_vs_standard_CMS_like,-0.00019643809671399115
standard_plus_trace_axis_vs_standard_CMS_like,-5.596587939760145e-05
standard_plus_trace_axis_vs_standard_CMS_like,5.2185263541559834e-06
standard_plus_trace_axis_vs_standard_CMS_like,-2.307790035938062e-05
standard_plus_trace_axis_vs_standard_CMS_like,6.243459947530283e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00013793428651409645
standard_plus_trace_axis_vs_standard_CMS_like,-0.0001503836630540878
standard_plus_trace_axis_vs_standard_CMS_like,9.978648343111907e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00016071559436869887
standard_plus_trace_axis_vs_standard_CMS_like,-2.9760617561214175e-05
standard_plus_trace_axis_vs_standard_CMS_like,3.513307167135604e-05
standard_plus_trace_axis_vs_standard_CMS_like,-7.084431101056499e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.0001516939261458905
standard_plus_trace_axis_vs_standard_CMS_like,-3.722799088401452e-05
standard_plus_trace_axis_vs_standard_CMS_like,1.09926943635541e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.00010390874381738247
standard_plus_trace_axis_vs_standard_CMS_like,3.562488962249866e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00013781039344251678
standard_plus_trace_axis_vs_standard_CMS_like,-0.00013225397689253793
standard_plus_trace_axis_vs_standard_CMS_like,9.299113616412225e-05
standard_plus_trace_axis_vs_standard_CMS_like,-7.358497593146218e-06
standard_plus_trace_axis_vs_standard_CMS_like,0.00018953011938194209
standard_plus_trace_axis_vs_standard_CMS_like,-0.00034966379174650175
standard_plus_trace_axis_vs_standard_CMS_like,-7.293547588727023e-05
standard_plus_trace_axis_vs_standard_CMS_like,7.265390072463962e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00016129000770115365
standard_plus_trace_axis_vs_standard_CMS_like,-9.71396768987276e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.0001663208172799635
standard_plus_trace_axis_vs_standard_CMS_like,1.8283613917313701e-06
standard_plus_trace_axis_vs_standard_CMS_like,0.00033937315812293534
standard_plus_trace_axis_vs_standard_CMS_like,7.118970987696205e-05
standard_plus_trace_axis_vs_standard_CMS_like,-1.5892102199543956e-05
standard_plus_trace_axis_vs_standard_CMS_like,-0.0003579533645453603
standard_plus_trace_axis_vs_standard_CMS_like,2.940771002335474e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.00011923018701986976
standard_plus_trace_axis_vs_standard_CMS_like,-0.0002259208934477508
standard_plus_trace_axis_vs_standard_CMS_like,5.545153543318193e-05
