analysis,experiment,sqrt_s,luminosity,signal_region,N_obs,N_exp,sigma_exp,MET,HT_or_meff,N_jets,N_leptons,N_btags,category,source_path,source_url,source_comment,MET_extracted,HT_or_meff_extracted,N_jets_extracted,N_btags_extracted,N_leptons_extracted,MT2_low,MT2_high,MET_threshold,HT_meff_threshold,Njets_threshold,Nb_threshold,is_compressed,is_disappearing_track,is_long_lived,is_displaced,is_high_MET_label,is_high_multiplicity_label,category_enriched,MET_enriched,HT_or_meff_enriched,N_jets_enriched,N_leptons_enriched,N_btags_enriched,Delta_N,Z,z_MET,z_HT_or_meff,z_N_jets,z_N_leptons,z_N_btags,category_bonus,B_access,B_access_z,Z_capped_3,Z_capped_5,Z_conservative,Poisson_deviance_residual,row_id,MET_value,MET_confidence,MET_source,MET_source_text,MET_match_type,MET_verified,HT_or_meff_value,HT_or_meff_confidence,HT_or_meff_source,HT_or_meff_source_text,HT_or_meff_match_type,HT_or_meff_verified,N_jets_value,N_jets_confidence,N_jets_source,N_jets_source_text,N_jets_match_type,N_jets_verified,N_leptons_value,N_leptons_confidence,N_leptons_source,N_leptons_source_text,N_leptons_match_type,N_leptons_verified,N_btags_value,N_btags_confidence,N_btags_source,N_btags_source_text,N_btags_match_type,N_btags_verified,is_compressed_value,is_compressed_confidence,is_compressed_source,is_compressed_source_text,is_compressed_match_type,is_compressed_verified,is_long_lived_value,is_long_lived_confidence,is_long_lived_source,is_long_lived_source_text,is_long_lived_match_type,is_long_lived_verified,is_displaced_value,is_displaced_confidence,is_displaced_source,is_displaced_source_text,is_displaced_match_type,is_displaced_verified,is_disappearing_track_value,is_disappearing_track_confidence,is_disappearing_track_source,is_disappearing_track_source_text,is_disappearing_track_match_type,is_disappearing_track_verified,is_high_MET_value,is_high_MET_confidence,is_high_MET_source,is_high_MET_source_text,is_high_MET_match_type,is_high_MET_verified,is_high_multiplicity_value,is_high_multiplicity_confidence,is_high_multiplicity_source,is_high_multiplicity_source_text,is_high_multiplicity_match_type,is_high_multiplicity_verified,is_reconstruction_difficult_value,is_reconstruction_difficult_confidence,is_reconstruction_difficult_source,is_reconstruction_difficult_source_text,is_reconstruction_difficult_match_type,is_reconstruction_difficult_verified,MET_verified_imputed,MET_imputed,MET_original_missing,MET_imputation_method,z_MET_verified_imputed,HT_or_meff_verified_imputed,HT_or_meff_imputed,HT_or_meff_original_missing,HT_or_meff_imputation_method,z_HT_or_meff_verified_imputed,N_jets_verified_imputed,N_jets_imputed,N_jets_original_missing,N_jets_imputation_method,z_N_jets_verified_imputed,N_leptons_verified_imputed,N_leptons_imputed,N_leptons_original_missing,N_leptons_imputation_method,z_N_leptons_verified_imputed,N_btags_verified_imputed,N_btags_imputed,N_btags_original_missing,N_btags_imputation_method,z_N_btags_verified_imputed,is_compressed_verified_imputed,is_compressed_imputed,is_compressed_imputation_method,is_long_lived_verified_imputed,is_long_lived_imputed,is_long_lived_imputation_method,is_displaced_verified_imputed,is_displaced_imputed,is_displaced_imputation_method,is_disappearing_track_verified_imputed,is_disappearing_track_imputed,is_disappearing_track_imputation_method,is_high_MET_verified_imputed,is_high_MET_imputed,is_high_MET_imputation_method,is_high_multiplicity_verified_imputed,is_high_multiplicity_imputed,is_high_multiplicity_imputation_method,is_reconstruction_difficult_verified_imputed,is_reconstruction_difficult_imputed,is_reconstruction_difficult_imputation_method,R_missing_verified_imputed,R_lifetime_verified_imputed,R_displacement_verified_imputed,R_compression_verified_imputed,R_multiplicity_verified_imputed,R_reconstruction_verified_imputed,B_access_verified_imputed,B_access_verified_imputed_z,imputation_fraction,metadata_completeness_score
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_high_f,8.0,10.5,2.5,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_f/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-2.5,-1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.1381000575408872,-1.0,-1.0,-0.5933908290969266,-0.8056429434071467,181,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,2.0,LOW,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_f/dataInfo.txt,label/comment-derived value=2,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,,0,1,,0.0,,0,1,,0.0,,0,1,,0.0,2.0,1,1,label_or_smodels_proxy,0.0,,0,1,,0.0,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0.0,0,,0.0,0,,0.0,0,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_high_g,8.0,11.1,2.6,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_g/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_g/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-3.1,-1.192307692307692,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.1381000575408872,-1.192307692307692,-1.192307692307692,-0.7138235135406812,-0.9797667751994658,182,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,2.0,LOW,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_g/dataInfo.txt,label/comment-derived value=2,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,,0,1,,0.0,,0,1,,0.0,,0,1,,0.0,2.0,1,1,label_or_smodels_proxy,0.0,,0,1,,0.0,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0.0,0,,0.0,0,,0.0,0,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_high_h,18.0,19.2,3.5,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_h/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_h/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-1.1999999999999993,-0.3428571428571426,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.1381000575408872,-0.3428571428571426,-0.3428571428571426,-0.2106560301060256,-0.2767909663400092,183,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,2.0,LOW,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_h/dataInfo.txt,label/comment-derived value=2,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,,0,1,,0.0,,0,1,,0.0,,0,1,,0.0,2.0,1,1,label_or_smodels_proxy,0.0,,0,1,,0.0,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0.0,0,,0.0,0,,0.0,0,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_low_c,7.0,3.9,1.8,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_c/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,3.1,1.7222222222222223,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.1381000575408872,1.7222222222222223,1.7222222222222223,1.0865494377108114,1.4103440512428078,184,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,2.0,LOW,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_c/dataInfo.txt,label/comment-derived value=2,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,,0,1,,0.0,,0,1,,0.0,,0,1,,0.0,2.0,1,1,label_or_smodels_proxy,0.0,,0,1,,0.0,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0.0,0,,0.0,0,,0.0,0,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_low_d,11.0,6.9,2.2,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_d/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,4.1,1.8636363636363635,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.1381000575408872,1.8636363636363635,1.8636363636363635,1.148680220095078,1.4353483710561177,185,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,2.0,LOW,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_d/dataInfo.txt,label/comment-derived value=2,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,,0,1,,0.0,,0,1,,0.0,,0,1,,0.0,2.0,1,1,label_or_smodels_proxy,0.0,,0,1,,0.0,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0.0,0,,0.0,0,,0.0,0,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_low_e,16.0,16.0,4.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_e/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.1381000575408872,0.0,0.0,0.0,0.0,186,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,2.0,LOW,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_e/dataInfo.txt,label/comment-derived value=2,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,,0,1,,0.0,,0,1,,0.0,,0,1,,0.0,2.0,1,1,label_or_smodels_proxy,0.0,,0,1,,0.0,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0.0,0,,0.0,0,,0.0,0,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_low_f,16.0,13.0,4.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_f/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,3.0,0.75,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.1381000575408872,0.75,0.75,0.5477225575051661,0.8027824567738295,187,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,2.0,LOW,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_f/dataInfo.txt,label/comment-derived value=2,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,,0,1,,0.0,,0,1,,0.0,,0,1,,0.0,2.0,1,1,label_or_smodels_proxy,0.0,,0,1,,0.0,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0.0,0,,0.0,0,,0.0,0,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_low_g,10.0,13.6,3.2,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_g/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_g/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-3.6,-1.1249999999999998,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.1381000575408872,-1.1249999999999998,-1.1249999999999998,-0.7223151185146152,-1.0248443808895027,188,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,2.0,LOW,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_g/dataInfo.txt,label/comment-derived value=2,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,,0,1,,0.0,,0,1,,0.0,,0,1,,0.0,2.0,1,1,label_or_smodels_proxy,0.0,,0,1,,0.0,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0.0,0,,0.0,0,,0.0,0,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_low_h,9.0,21.9,3.5,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_h/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_h/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-12.9,-3.6857142857142855,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.1381000575408872,-3.0,-3.6857142857142855,-2.1758404468322405,-3.129422139828335,189,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,2.0,LOW,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_h/dataInfo.txt,label/comment-derived value=2,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,,0,1,,0.0,,0,1,,0.0,,0,1,,0.0,2.0,1,1,label_or_smodels_proxy,0.0,,0,1,,0.0,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0.0,0,,0.0,0,,0.0,0,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_med_c,0.0,0.13,0.31,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_c/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-0.13,-0.4193548387096774,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.1381000575408872,-0.4193548387096774,-0.4193548387096774,-0.1174033275075464,-0.5099019513592785,190,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,2.0,LOW,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_c/dataInfo.txt,label/comment-derived value=2,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,,0,1,,0.0,,0,1,,0.0,,0,1,,0.0,2.0,1,1,label_or_smodels_proxy,0.0,,0,1,,0.0,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0.0,0,,0.0,0,,0.0,0,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_med_d,4.0,4.5,2.3,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_d/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-0.5,-0.2173913043478261,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.1381000575408872,-0.2173913043478261,-0.2173913043478261,-0.1522156413869957,-0.2402825727116553,191,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,2.0,LOW,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_d/dataInfo.txt,label/comment-derived value=2,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,,0,1,,0.0,,0,1,,0.0,,0,1,,0.0,2.0,1,1,label_or_smodels_proxy,0.0,,0,1,,0.0,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0.0,0,,0.0,0,,0.0,0,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_med_e,11.0,4.9,1.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_e/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,6.1,3.210526315789473,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.1381000575408872,3.0,3.210526315789473,1.9780605271328404,2.3644283641081985,192,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,2.0,LOW,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_e/dataInfo.txt,label/comment-derived value=2,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,,0,1,,0.0,,0,1,,0.0,,0,1,,0.0,2.0,1,1,label_or_smodels_proxy,0.0,,0,1,,0.0,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0.0,0,,0.0,0,,0.0,0,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_med_f,4.0,0.9,0.8,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_f/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,3.1,3.875,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.1381000575408872,3.0,3.875,1.945112995928292,2.394418303935579,193,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,2.0,LOW,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_f/dataInfo.txt,label/comment-derived value=2,label_or_unavailable,0,,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,0.0,UNAVAILABLE,,,label_or_unavailable,0,,0,1,,0.0,,0,1,,0.0,,0,1,,0.0,2.0,1,1,label_or_smodels_proxy,0.0,,0,1,,0.0,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0,1,label_or_smodels_proxy,0.0,0,,0.0,0,,0.0,0,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
